Claim Number,Date Received,Incident Date,Airport Code,Airport Name,Airline Name,Claim Type,Claim Site,Item,Claim Amount,Status,Close Amount,Disposition,Day Differences,Amount Differences
2007083031169,2007-08-28 00:00:00,2007-08-21 00:00:00,EWR,Newark International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Alcoholic beverages; MP3 Players-(iPods; etc),195.24,Denied,0.0,Deny,7.0,195.24
2007022221315,2007-02-20 00:00:00,2007-01-15 00:00:00,LAX,Los Angeles International Airport,Air China,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),377.79,Denied,0.0,Deny,36.0,377.79
2009072061451,2009-07-14 00:00:00,2009-06-20 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checked Baggage,Musical Instruments - Other - Over $250,650.0,Denied,0.0,Deny,24.0,650.0
0324010L,2003-03-24 00:00:00,2003-02-22 00:00:00,SJC,Norman Y Mineta San Jose International,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),140.0,Settled,10.0,Settle,30.0,130.0
2008081448606,2008-08-11 00:00:00,2008-08-06 00:00:00,CLT,Charlotte/Douglas International Airport,USAir,Property Damage,Checkpoint,Baby - Strollers; car seats; playpen; etc.,250.0,Approved,250.0,Approve in Full,5.0,0.0
2005120196806,2005-11-16 00:00:00,2005-11-02 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,580.0,Settled,290.0,Settle,14.0,290.0
2007022821684,2007-02-27 00:00:00,2007-01-30 00:00:00,PIT,Pittsburgh International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Lighting Supplies (globe domes; electric candlesticks; candelabra; etc.),130.5,Settled,65.25,Settle,28.0,65.25
0416015L,2003-04-16 00:00:00,2003-03-27 00:00:00,TPA,Tampa International,Continental Airlines,Passenger Property Loss,Checked Baggage,DVD/CD Players,242.0,Settled,121.0,Settle,20.0,121.0
2008112852866,2008-11-24 00:00:00,2008-10-13 00:00:00,LAS,McCarran International,OMNI Air Express- (OY),Property Damage,Checked Baggage,Luggage (all types including footlockers),6.45,Approved,6.45,Approve in Full,42.0,0.0
2004051351696,2004-03-22 00:00:00,2004-03-09 00:00:00,PBI,Palm Beach International,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,21.2,Approved,21.2,Approve in Full,13.0,0.0
0224038L,2003-02-24 00:00:00,2003-01-10 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Property Damage,Checkpoint,Clothing - Shoes; belts; accessories; etc.,39.99,Approved,40.0,Approve in Full,45.0,-0.00999999999999801
2008030340349,2008-02-21 00:00:00,2008-01-10 00:00:00,IND,Indianapolis International,AirTran Airlines,Passenger Property Loss,Checkpoint,Currency; Other,461.0,Approved,461.0,Approve in Full,42.0,0.0
2009041157304,2009-03-18 00:00:00,2009-02-05 00:00:00,RNO,Reno/Tahoe International,Delta Air Lines,Property Damage,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,60.0,Denied,0.0,Deny,41.0,60.0
2007040523524,2007-04-03 00:00:00,2007-03-10 00:00:00,SAN,San Diego International,USAir,Passenger Property Loss,Checked Baggage,Cameras - Digital; Cameras - Non-electronic (Camera supplies; lenses; projectors; etc.); Cell Phones,273.59,Settled,121.71,Settle,24.0,151.88
2005060185657,2005-05-24 00:00:00,2005-05-12 00:00:00,AUS,Austin-Bergstrom International Airport,American West,Property Damage,Checked Baggage,Locks,6.41,Approved,6.41,Approve in Full,12.0,0.0
1009006M,2003-10-09 00:00:00,2003-05-08 00:00:00,MCO,Orlando International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Currency,100.0,Approved,100.0,Approve in Full,154.0,0.0
2006041304454,2006-04-05 00:00:00,2006-03-30 00:00:00,SJC,Norman Y Mineta San Jose International,Alaska Airlines,Property Damage,Checkpoint,Computer - Laptop,965.0,Approved,965.0,Approve in Full,6.0,0.0
2009032056556,2009-03-05 00:00:00,2008-12-30 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),162.78,Denied,0.0,Deny,65.0,162.78
2008040942171,2008-03-31 00:00:00,2008-01-06 00:00:00,LAS,McCarran International,Southwest Airlines,Property Damage,Checked Baggage,MP3 Players-(iPods; etc),41.47,Denied,0.0,Deny,85.0,41.47
2007060626377,2007-06-01 00:00:00,2006-02-05 00:00:00,PIT,Pittsburgh International Airport,USAir,Property Damage,Checkpoint,Luggage (all types including footlockers),95.0,Settled,82.0,Settle,481.0,13.0
2005112896555,2005-11-15 00:00:00,2005-10-04 00:00:00,ICT,Wichita Mid-Continent,UAL,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),705.0,Denied,0.0,Deny,42.0,705.0
2006020100747,2006-01-25 00:00:00,2005-12-22 00:00:00,LNK,Lincoln Municipal,Northwest Airlines,Property Damage,Checked Baggage,Other,79.99,Settled,50.0,Settle,34.0,29.989999999999995
2006111415537,2006-11-02 00:00:00,2006-09-30 00:00:00,EWR,Newark International Airport,Alaska Airlines,Property Damage,Checked Baggage,Locks; Luggage (all types including footlockers),42.1,Approved,42.1,Approve in Full,33.0,0.0
1009505M,2003-10-09 00:00:00,2003-09-01 00:00:00,RDU,Raleigh-Durham International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,525.0,Approved,525.0,Approve in Full,38.0,0.0
2005110995901,2005-11-01 00:00:00,2005-09-29 00:00:00,EWR,Newark International Airport,Virgin Atlantic,Property Damage,Checked Baggage,Luggage (all types including footlockers),327.69,Denied,0.0,Deny,33.0,327.69
2008051344156,2008-05-07 00:00:00,2008-04-20 00:00:00,ALB,Albany International,UAL,Passenger Property Loss,Checked Baggage,Cell Phones; Luggage (all types including footlockers),39.98,Denied,0.0,Deny,17.0,39.98
2008112452717,2008-11-17 00:00:00,2008-04-12 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Toys - Other (including games; toys; play dolls etc.),50.0,Denied,0.0,Deny,219.0,50.0
2005062386976,2005-06-14 00:00:00,2005-04-07 00:00:00,SEA,Seattle-Tacoma International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,430.0,Denied,0.0,Deny,68.0,430.0
2008100150655,2008-09-29 00:00:00,2008-09-09 00:00:00,STL,Lambert St. Louis International,UAL,Passenger Property Loss,Checked Baggage,Other,313.65,Approved,313.65,Approve in Full,20.0,0.0
2005030576982,2005-02-01 00:00:00,2005-01-02 00:00:00,DSM,Des Moines International,UAL,Passenger Property Loss,Checked Baggage,Other,68.86,Approved,68.86,Approve in Full,30.0,0.0
2008073047726,2008-07-25 00:00:00,2008-04-08 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Continental Airlines,Property Damage,Checkpoint,Computer - Laptop,781.99,Settled,678.85,Settle,108.0,103.13999999999999
0819150M,2003-08-19 00:00:00,2003-08-11 00:00:00,LAX,Los Angeles International Airport,USAir,Property Damage,Checked Baggage,Baby - Strollers; car seats; playpen; etc.,199.99,Settled,100.0,Settle,8.0,99.99000000000001
0925457M,2003-09-25 00:00:00,2003-08-25 00:00:00,MSP,Minneapolis/ St.Paul International Airport,Northwest Airlines,Property Damage,Checked Baggage,Cameras - Digital,229.34,Denied,0.0,Deny,31.0,229.34
2008032741490,2008-03-25 00:00:00,2007-09-11 00:00:00,BOS,Boston (Logan) International Airport,UAL,Property Damage,Checked Baggage,Other,449.99,Denied,0.0,Deny,196.0,449.99
2008090549548,2008-09-02 00:00:00,2008-07-21 00:00:00,LGA,LaGuardia,Air Tran Airlines(do not use),Passenger Property Loss,Checked Baggage,Locks,5.99,Denied,0.0,Deny,43.0,5.99
2006021701709,2006-02-10 00:00:00,2006-01-26 00:00:00,MDW,Midway International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,185.0,Denied,0.0,Deny,15.0,185.0
2005031578413,2005-02-22 00:00:00,2005-02-01 00:00:00,DLH,Duluth; MN,Northwest Airlines,Property Damage,Checked Baggage,Other,95.0,Denied,0.0,Deny,21.0,95.0
2007110234341,2007-10-29 00:00:00,2007-10-07 00:00:00,EWR,Newark International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks; Other,30.0,Denied,0.0,Deny,22.0,30.0
2005072189365,2005-07-20 00:00:00,2005-05-11 00:00:00,LAX,Los Angeles International Airport,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,120.0,Approved,120.0,Approve in Full,70.0,0.0
2004092363669,2004-08-12 00:00:00,2004-07-24 00:00:00,HOU,William P. Hobby,AirTran Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,259.0,Denied,0.0,Deny,19.0,259.0
2006070709170,2006-07-06 00:00:00,2005-06-16 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Locks,9.69,Approved,9.69,Approve in Full,385.0,0.0
2005101794603,2005-10-07 00:00:00,2005-09-21 00:00:00,ORD,Chicago O'Hare International Airport,American Airlines,Property Damage,Checked Baggage,Other,31.19,Denied,0.0,Deny,16.0,31.19
2004052853789,2004-04-21 00:00:00,2004-04-05 00:00:00,BNA,Nashville International,American Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,71.3,Approved,71.3,Approve in Full,16.0,0.0
2005031177710,2005-02-08 00:00:00,2004-12-20 00:00:00,DCA,Ronald Reagan Washington National Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,55.0,Approved,55.0,Approve in Full,50.0,0.0
2006042104917,2006-04-13 00:00:00,2006-01-16 00:00:00,MDW,Midway International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,6.42,Denied,0.0,Deny,87.0,6.42
2005071989242,2005-07-18 00:00:00,2005-06-01 00:00:00,CAK,Akron-Canton Regional,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),55.0,Approved,55.0,Approve in Full,47.0,0.0
0120201M,2004-01-20 00:00:00,2003-12-02 00:00:00,LAX,Los Angeles International Airport,UAL,Property Damage,Other,Luggage (all types including footlockers),470.0,Settled,235.0,Settle,49.0,235.0
0226409M,2004-02-26 00:00:00,2004-03-23 00:00:00,OAK,Metropolitan Oakland International,Southwest Airlines,Property Damage,Checkpoint,DVD/CD Players,303.05,Denied,303.09,Deny,-26.0,-0.03999999999996362
2007061126700,2007-06-06 00:00:00,2007-04-30 00:00:00,HLN,Helena Regional,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,37.0,0.0
2006040303873,2006-03-23 00:00:00,2006-03-13 00:00:00,LAX,Los Angeles International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Locks,23.21,Approved,23.21,Approve in Full,10.0,0.0
2009011554551,2009-01-09 00:00:00,2009-01-06 00:00:00,DFW,Dallas-Fort Worth International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Cameras - Digital,475.0,Denied,0.0,Deny,3.0,475.0
2006030202368,2006-02-21 00:00:00,2006-02-13 00:00:00,OAK,Metropolitan Oakland International,USAir,Property Damage,Checked Baggage,Luggage (all types including footlockers),109.99,Denied,0.0,Deny,8.0,109.99
2006090111940,2006-08-25 00:00:00,2006-08-02 00:00:00,CMH,Port Columbus International,Southwest Airlines,Passenger Property Loss,Checkpoint,Other,260.0,Denied,0.0,Deny,23.0,260.0
2004092163279,2004-08-31 00:00:00,2004-07-22 00:00:00,MIA,Miami International Airport,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,850.0,Denied,0.0,Deny,40.0,850.0
2007113035768,2007-11-26 00:00:00,2007-11-19 00:00:00,SAN,San Diego International,Frontier Airlines,Passenger Property Loss,Checked Baggage,Medicines; Other,225.0,Denied,0.0,Deny,7.0,225.0
2005032880098,2005-03-15 00:00:00,2005-02-21 00:00:00,TUS,Tucson International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),75.0,Approved,75.0,Approve in Full,22.0,0.0
2005032880052,2005-03-14 00:00:00,2005-03-06 00:00:00,MCO,Orlando International Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Other,59.0,Denied,0.0,Deny,8.0,59.0
2009051858735,2009-04-30 00:00:00,2009-03-13 00:00:00,MDW,Midway International Airport,Southwest Airlines,Property Damage,Checkpoint,Computer - Laptop,130.0,Denied,0.0,Deny,48.0,130.0
2007060726489,2007-05-30 00:00:00,2007-05-19 00:00:00,TPA,Tampa International,AirTran Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,116.97,Denied,0.0,Deny,11.0,116.97
2009011654648,2009-01-12 00:00:00,2008-12-30 00:00:00,SYR,Syracuse-Hancock International,Jet Blue,Passenger Property Loss,Checked Baggage,Other,16.0,Denied,0.0,Deny,13.0,16.0
2005040581562,2005-04-04 00:00:00,2005-03-24 00:00:00,LAX,Los Angeles International Airport,Southwest Airlines,Property Damage,Checkpoint,Luggage (all types including footlockers),350.0,Settled,200.0,Settle,11.0,150.0
2005051284599,2005-05-11 00:00:00,2005-04-19 00:00:00,BOS,Boston (Logan) International Airport,USAir,Passenger Property Loss,Checked Baggage,Cell Phones,31.49,Approved,31.49,Approve in Full,22.0,0.0
2009091863830,2009-09-17 00:00:00,2009-09-03 00:00:00,LAS,McCarran International,Northwest Airlines,Passenger Property Loss,Checked Baggage,Computer - Laptop; Other,846.23,Denied,0.0,Deny,14.0,846.23
2004053153900,2004-03-30 00:00:00,2004-03-20 00:00:00,LGA,LaGuardia,USAir,Property Damage,Checked Baggage,Locks,468.78,Denied,0.0,Deny,10.0,468.78
2009041657582,2009-03-30 00:00:00,2009-01-19 00:00:00,EWR,Newark International Airport,EVA airlines,Passenger Property Loss,Checked Baggage,Locks; Other,300.0,Denied,0.0,Deny,70.0,300.0
2005111596101,2005-11-03 00:00:00,2005-10-23 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Jewelry - Fine,435.0,Denied,0.0,Deny,11.0,435.0
2005083091834,2005-08-24 00:00:00,2005-07-25 00:00:00,MSP,Minneapolis/ St.Paul International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,99.78,Settled,49.89,Settle,30.0,49.89
2005040181088,2005-03-29 00:00:00,2005-02-21 00:00:00,BDL,Bradley International Airport,Southwest Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),40.98,Denied,0.0,Deny,36.0,40.98
2008071046764,2008-07-07 00:00:00,2008-06-28 00:00:00,SJU,Luis Munoz Marin International,Iberia Airlines,Passenger Property Loss,Checked Baggage,Locks,18.18,Denied,0.0,Deny,9.0,18.18
2009031756374,2009-02-19 00:00:00,2009-02-12 00:00:00,SLC,Salt Lake City International Airport,Delta Air Lines,Passenger Property Loss,Checkpoint,Cell Phones,394.24,Settled,373.96,Settle,7.0,20.28000000000003
2005042583284,2005-04-22 00:00:00,2005-02-06 00:00:00,ORD,Chicago O'Hare International Airport,Southwest Airlines,Property Damage,Checked Baggage,Other,67.22,Settled,41.34,Settle,75.0,25.879999999999995
2008052144639,2008-05-20 00:00:00,2008-05-10 00:00:00,RIC,Richmond International,USAir,Property Damage,Checked Baggage,Other,69.0,Denied,0.0,Deny,10.0,69.0
2005011973766,2004-12-28 00:00:00,2004-12-15 00:00:00,MEM,Memphis International Airport,AirTran Airlines,Property Damage,Checked Baggage,Other,213.03,Settled,106.52,Settle,13.0,106.51
2004110166050,2004-08-17 00:00:00,2004-06-19 00:00:00,GEG,Spokane International,Northwest Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),300.0,Denied,0.0,Deny,59.0,300.0
1208509M,2003-12-08 00:00:00,2003-11-01 00:00:00,CVG,Cincinnati/Northern Kentucky International,American Airlines,Passenger Property Loss,Checked Baggage,Other,20.0,Approved,20.0,Approve in Full,37.0,0.0
2005012774581,2005-01-10 00:00:00,2004-10-29 00:00:00,ORD,Chicago O'Hare International Airport,UAL,Property Damage,Checked Baggage,Luggage (all types including footlockers),90.09,Denied,0.0,Deny,73.0,90.09
2006022201957,2006-02-16 00:00:00,2006-01-22 00:00:00,PIT,Pittsburgh International Airport,UAL,Property Damage,Checkpoint,Other,485.0,Approved,485.0,Approve in Full,25.0,0.0
2007101533415,2007-10-09 00:00:00,2007-09-21 00:00:00,IMT,Ford Airport,Midwest Express Airlines,Passenger Property Loss,Checked Baggage,Locks,17.64,Denied,0.0,Deny,18.0,17.64
2005061386351,2005-06-02 00:00:00,2005-04-30 00:00:00,DCA,Ronald Reagan Washington National Airport,American Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),18.0,Approved,18.0,Approve in Full,33.0,0.0
2009121866698,2009-12-16 00:00:00,2009-11-09 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Tools - Power (including air tools; not in a vehicle),529.95,Denied,0.0,Deny,37.0,529.95
2006090712055,2006-08-30 00:00:00,2006-08-10 00:00:00,TPA,Tampa International,American Airlines,Passenger Property Loss,Checkpoint,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,282.05,Denied,0.0,Deny,20.0,282.05
0703035M,2003-07-03 00:00:00,2003-04-28 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Delta Air Lines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,89.0,Approved,89.0,Approve in Full,66.0,0.0
2004061655997,2004-05-05 00:00:00,2004-04-06 00:00:00,SDF,Louisville International,Northwest Airlines,Property Damage,Checked Baggage,Computer - Laptop,698.0,Settled,558.0,Settle,29.0,140.0
2009083163175,2009-08-31 00:00:00,2009-08-27 00:00:00,ICT,Wichita Mid-Continent,Northwest Airlines,Passenger Property Loss,Checked Baggage,Locks,24.99,Approved,24.99,Approve in Full,4.0,0.0
2006062308484,2006-06-23 00:00:00,2006-06-21 00:00:00,DEN,Denver International Airport,UAL,Passenger Property Loss,Checked Baggage,Watches - Inexpensive $100 or less,45.0,Denied,0.0,Deny,2.0,45.0
2008022640145,2008-02-19 00:00:00,2007-12-29 00:00:00,GSP,Greenville-Spartanburg,American Airlines,Passenger Property Loss,Checked Baggage,Luggage (all types including footlockers),12.47,Denied,0.0,Deny,52.0,12.47
2009062460582,2009-06-18 00:00:00,2009-05-25 00:00:00,CLT,Charlotte/Douglas International Airport,Continental Airlines,Property Damage,Checked Baggage,Sporting Equipment & Supplies (footballs; parachutes; etc.),443.0,Denied,0.0,Deny,24.0,443.0
2009013055056,2009-01-30 00:00:00,2009-01-12 00:00:00,JFK,John F. Kennedy International,American Airlines,Personal Injury,Checkpoint,Other,600.0,Denied,0.0,Deny,18.0,600.0
2008121953603,2008-12-15 00:00:00,2008-12-05 00:00:00,GJT,Walker Field,Allegiant Air,Property Damage,Checked Baggage,Luggage (all types including footlockers); Mirrors (including frames),275.34,Denied,0.0,Deny,10.0,275.34
2005062787244,2005-06-16 00:00:00,2005-04-10 00:00:00,ATL,Hartsfield-Jackson Atlanta International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,219.0,Settled,130.42,Settle,67.0,88.58000000000001
2007050925207,2007-05-08 00:00:00,2007-04-20 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),260.62,Denied,0.0,Deny,18.0,260.62
2009041657636,2009-03-23 00:00:00,2009-02-15 00:00:00,JFK,John F. Kennedy International,American Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.; Toys (game systems; cartridges; radio controlled cars; etc.); Toys - Other (including games; toys; play dolls etc.),407.75,Denied,0.0,Deny,36.0,407.75
2009071461225,2009-07-08 00:00:00,2009-06-29 00:00:00,FLL,Ft. Lauderdale-Hollywood International,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,21.39,Denied,0.0,Deny,9.0,21.39
2006091312496,2006-09-06 00:00:00,2006-08-18 00:00:00,BWI,Baltimore/Washington Intl Thurgood Marshall,American Airlines,Passenger Property Loss,Checked Baggage,Books - Bibles & Bound classics,30.0,Denied,0.0,Deny,19.0,30.0
2007011218767,2007-01-08 00:00:00,2006-12-03 00:00:00,LAX,Los Angeles International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,MP3 Players-(iPods; etc),526.65,Denied,0.0,Deny,36.0,526.65
2008112052629,2008-11-17 00:00:00,2008-10-08 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Passenger Property Loss,Checkpoint,Other,20.0,Denied,0.0,Deny,40.0,20.0
2004051351923,2004-03-24 00:00:00,2004-01-01 00:00:00,PHL,Philadelphia International Airport,USAir,Property Damage,Checked Baggage,Locks,200.0,Denied,0.0,Deny,83.0,200.0
2005062787322,2005-06-14 00:00:00,2005-06-06 00:00:00,MIA,Miami International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,300.0,Denied,0.0,Deny,8.0,300.0
2004062256967,2004-06-03 00:00:00,2004-05-01 00:00:00,LAS,McCarran International,America West,Passenger Property Loss,Checked Baggage,Jewelry - Fine,404.0,Approved,404.0,Approve in Full,33.0,0.0
2004110466369,2004-11-03 00:00:00,2004-07-16 00:00:00,CLE,Cleveland Hopkins International,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),20.0,Approved,20.0,Approve in Full,110.0,0.0
2005030977399,2005-02-09 00:00:00,2004-12-01 00:00:00,ANC,Ted Stevens Anchorage International Airport,Alaska Airlines,Passenger Property Loss,Checked Baggage,Medicines,333.63,Approved,333.63,Approve in Full,70.0,0.0
2008060545335,2008-06-02 00:00:00,2008-05-28 00:00:00,RAP,Rapid City Regional,UAL,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,82.98,Approved,82.98,Approve in Full,5.0,0.0
2004090362114,2004-08-05 00:00:00,2004-07-10 00:00:00,IAD,Washington Dulles International,UAL,Passenger Property Loss,Checked Baggage,Other,269.0,Settled,215.2,Settle,26.0,53.80000000000001
2008010837535,2008-01-02 00:00:00,2007-12-13 00:00:00,RIC,Richmond International,Delta Air Lines,Passenger Property Loss,Checkpoint,Jewelry - Fine,440.0,Denied,0.0,Deny,20.0,440.0
2004122169990,2004-11-04 00:00:00,2004-11-14 00:00:00,EWR,Newark International Airport,Northwest Airlines,Employee Loss (MPCECA),Checked Baggage,Clothing - Shoes; belts; accessories; etc.,125.0,Approved,125.0,Approve in Full,-10.0,0.0
0223132M,2004-02-23 00:00:00,2003-12-31 00:00:00,EWR,Newark International Airport,Continental Airlines,Property Damage,Checked Baggage,Luggage (all types including footlockers),219.0,Denied,0.0,Deny,54.0,219.0
2005121397731,2005-12-06 00:00:00,2005-10-27 00:00:00,EWR,Newark International Airport,ATA Aerocondor,Passenger Property Loss,Checked Baggage,Cameras - Digital,634.34,Settled,203.93,Settle,40.0,430.41
2009100764426,2009-10-06 00:00:00,2009-09-24 00:00:00,LAS,McCarran International,Spirit Airlines,Passenger Property Loss,Checked Baggage,Eyeglasses - (including contact lenses),258.99,Denied,0.0,Deny,12.0,258.99
2007102433840,2007-10-22 00:00:00,2007-10-21 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,40.0,Denied,0.0,Deny,1.0,40.0
2005081190410,2005-08-02 00:00:00,2005-07-28 00:00:00,PWM,Portland International Jetport,US Express,Property Damage,Checked Baggage,Locks,10.0,Approved,10.0,Approve in Full,5.0,0.0
2008100850891,2008-10-07 00:00:00,2008-09-13 00:00:00,RNO,Reno/Tahoe International,Delta Air Lines,Passenger Property Loss,Checked Baggage,Lighters - (cigar; cigerette; etc.),100.0,Denied,0.0,Deny,24.0,100.0
2004120168229,2004-10-14 00:00:00,2004-09-07 00:00:00,FSD,Joe Foss Field,Northwest Airlines,Passenger Property Loss,Checked Baggage,Other,25.0,Approved,25.0,Approve in Full,37.0,0.0
2006110715255,2006-11-01 00:00:00,2006-09-19 00:00:00,BTV,Burlington; VT,Jet Blue,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,46.55,Settled,23.27,Settle,43.0,23.279999999999998
2007092732635,2007-09-24 00:00:00,2007-09-17 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Currency,420.0,Denied,0.0,Deny,7.0,420.0
2007071628458,2007-07-09 00:00:00,2007-06-08 00:00:00,PDX,Portland International,Alaska Airlines,Passenger Property Loss,Checked Baggage,Other,91.18,Denied,0.0,Deny,31.0,91.18
2004062156601,2004-05-27 00:00:00,2004-05-10 00:00:00,PHL,Philadelphia International Airport,Delta Air Lines,Passenger Property Loss,Checked Baggage,Other,9.98,Approved,9.98,Approve in Full,17.0,0.0
2009090163200,2009-08-31 00:00:00,2009-08-04 00:00:00,AUS,Austin-Bergstrom International Airport,USAir,Passenger Property Loss,Checked Baggage,Other,38.0,Denied,0.0,Deny,27.0,38.0
2007082430835,2007-08-21 00:00:00,2007-07-28 00:00:00,PIT,Pittsburgh International Airport,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Razors (other than electric),53.95,Denied,0.0,Deny,24.0,53.95
2008111852361,2008-11-13 00:00:00,2008-11-11 00:00:00,F,Foreign airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Locks,40.0,Denied,0.0,Deny,2.0,40.0
2006011899815,2006-01-10 00:00:00,2006-01-03 00:00:00,SJU,Luis Munoz Marin International,Pan American Airways Corp.,Passenger Property Loss,Checked Baggage,Other,399.99,Settled,199.99,Settle,7.0,200.0
2007042624557,2007-04-19 00:00:00,2007-04-11 00:00:00,TYS,Mcghee Tyson ;Knoxville,USAir,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.; Medicines,110.5,Denied,0.0,Deny,8.0,110.5
2006090111932,2006-08-28 00:00:00,2006-06-02 00:00:00,DTW,Detroit Metropolitan Wayne County Airport,Northwest Airlines,Passenger Property Loss,Checked Baggage,Kitchen Utensils -Pots; Pans; Knives (heavy aluminum; cast iron; etc.); Video Recordings - Laser Discs,79.19,Denied,0.0,Deny,87.0,79.19
2009010754164,2009-01-08 00:00:00,2008-12-25 00:00:00,IAH,Houston - George Bush Intercontinental Airport,Continental Airlines,Passenger Property Loss,Checked Baggage,Cosmetics - Perfume; toilet articles; medicines; soaps; etc.,89.3,Denied,0.0,Deny,14.0,89.3
2005012774537,2005-01-07 00:00:00,2004-11-05 00:00:00,CLE,Cleveland Hopkins International,Southwest Airlines,Property Damage,Checked Baggage,Clothing - Shoes; belts; accessories; etc.,99.0,Settled,59.99,Settle,63.0,39.01
2006041004262,2006-04-06 00:00:00,2006-01-30 00:00:00,STL,Lambert St. Louis International,American Airlines,Property Damage,Checkpoint,Jewelry - Fine,687.41,Approved,687.41,Approve in Full,66.0,0.0
2009010854224,2009-01-22 00:00:00,2008-12-06 00:00:00,BOS,Boston (Logan) International Airport,Jet Blue,Passenger Property Loss,Checked Baggage,Locks,20.0,Denied,0.0,Deny,47.0,20.0
2004101464984,2004-09-10 00:00:00,2004-08-17 00:00:00,PHX,Phoenix Sky Harbor International,USAir,Property Damage,Checked Baggage,Other,29.0,Approved,29.0,Approve in Full,24.0,0.0
